age,annual_income,customer_satisfaction,purchase_frequency,customer_loyalty
60,89353,7,29,7
50,65166,7,2,9
23,66942,8,10,3
27,116395,1,29,6
47,90443,6,3,6
55,59363,9,2,2
47,109929,7,2,9
35,97199,10,11,7
38,90900,10,4,9
37,76672,1,25,10
58,100405,7,17,8
27,104440,6,30,2
40,42855,1,8,3
48,113834,4,4,6
26,57177,6,12,2
63,37796,3,6,8
18,23212,10,9,10
34,58555,3,16,4
27,107019,8,13,3
53,59958,4,28,10
20,99995,6,4,3
64,78737,5,18,2
27,77858,1,7,8
53,103377,3,22,4
36,117883,6,26,10
57,106374,3,5,8
50,22078,10,20,5
62,43519,10,5,8
25,61332,1,22,4
62,104426,4,28,1
57,60261,6,14,2
23,108196,9,30,5
31,66068,5,14,7
59,57430,1,11,9
56,20080,9,29,1
39,17965,2,16,10
58,76015,10,28,9
61,52269,6,13,9
51,18424,3,29,4
39,33041,7,29,9
55,72761,7,29,10
58,94865,7,12,8
26,100345,6,3,6
63,17272,1,13,6
56,113559,6,12,1
50,42849,2,7,7
35,67956,2,1,2
36,34176,3,4,8
37,64726,2,15,4
24,80414,9,4,3
23,83632,5,9,5
20,48981,8,18,4
27,68138,6,16,9
62,36115,8,24,3
37,46768,2,23,3
38,106730,5,16,8
43,30923,5,28,5
60,58490,6,11,4
43,112743,3,11,2
32,73798,2,13,8
20,96670,2,19,9
25,62992,8,10,7
36,23956,5,16,8
36,22882,10,24,9
48,108592,4,2,3
64,32561,7,26,3
38,53198,1,8,5
19,89667,8,30,1
31,46474,8,2,5
32,78083,1,24,9
42,89510,2,27,2
61,32839,9,23,9
20,60864,10,23,6
25,31347,3,7,9
38,32496,3,1,8
41,87290,10,11,5
58,53740,1,1,2
20,112495,8,17,6
43,89501,6,16,3
54,48331,7,23,2
26,60908,3,3,5
57,22311,5,6,8
54,103223,7,30,3
62,71326,8,22,1
43,30381,2,10,9
23,49282,3,14,7
33,88609,1,4,10
20,60165,5,4,5
59,102434,5,28,5
34,84780,8,2,6
54,78837,1,20,6
43,79590,7,2,10
47,95139,1,11,8
49,85725,4,10,8
21,74344,7,4,2
36,27501,3,23,10
33,53495,5,3,9
46,112252,9,24,9
18,99749,8,22,6
63,113634,6,5,7
56,25094,5,26,6
49,101682,10,24,8
24,107444,9,29,10
41,111200,9,21,2
27,31202,1,10,4
44,19284,1,7,4
60,108663,3,29,3
59,84867,7,3,4
34,36040,9,23,9
45,40159,9,11,9
63,105542,5,24,8
57,37863,2,22,9
63,47912,2,20,6
53,62092,9,30,10
26,112093,5,16,2
39,106326,8,16,7
23,18123,8,4,6
52,64382,5,5,3
28,115762,7,7,4
60,98346,4,26,2
40,59524,5,17,10
59,51772,1,30,10
48,74963,2,9,2
50,43595,2,18,6
49,93261,1,20,9
57,80609,7,3,5
19,53665,8,29,2
21,40030,5,3,3
34,31961,4,25,8
26,58692,4,13,1
60,101431,1,6,6
47,39237,5,23,8
44,16749,4,15,5
32,90338,10,21,10
60,27359,3,29,7
24,82682,9,5,6
34,81665,1,27,7
57,43696,2,6,6
50,27164,8,15,1
34,72085,6,5,1
27,56489,8,15,3
27,101541,9,8,5
24,105453,3,16,9
41,69072,8,22,4
22,92413,7,23,5
41,78777,4,3,9
65,49265,9,1,2
56,39301,5,11,1
58,84852,1,13,9
19,103887,10,29,3
31,111173,10,17,4
44,41766,6,6,2
28,25792,10,30,8
41,114561,7,22,5
47,57317,2,15,10
60,90480,6,22,3
20,99504,1,5,5
29,83310,10,30,3
40,64143,3,29,6
47,95987,1,11,6
65,31930,6,13,4
65,38971,2,1,9
43,67457,8,6,4
60,109598,8,19,3
24,81409,8,12,4
23,31621,8,8,5
30,83287,5,2,6
52,68869,9,27,10
39,20448,8,19,3
45,29109,10,16,9
40,16121,4,29,7
41,107871,2,18,1
65,58425,9,12,1
19,52043,2,6,9
58,62837,9,19,7
46,28756,3,1,1
65,71831,8,19,5
55,119544,10,19,8
35,92607,10,7,2
55,100279,2,14,10
53,26872,8,25,8
28,77306,2,11,4
64,74008,10,26,2
65,70289,8,1,3
56,66802,3,2,2
47,65379,5,11,2
61,91401,1,8,7
20,50480,8,29,6
18,17607,8,8,2
52,50998,5,7,2
49,26805,6,10,4
35,64467,4,13,10
41,75377,2,8,5
18,89690,10,22,3
20,114282,8,21,5
19,118751,3,21,1
27,93536,5,21,5
44,86679,9,25,8
25,57501,8,25,3
43,108649,4,4,10
35,36528,10,13,5
44,77959,10,17,7
58,53903,4,17,5
18,20282,3,18,5
55,22106,9,30,3
37,39699,2,7,5
56,103905,8,27,5
56,93958,9,15,3
54,63736,9,6,7
64,111022,9,27,8
58,85693,10,30,4
65,45747,2,12,10
20,35272,1,24,4
59,78767,9,23,7
55,48167,6,23,6
28,81476,6,26,5
49,45413,5,8,4
32,30404,5,3,8
20,85741,6,17,4
59,35221,4,18,10
33,17464,10,7,10
19,93059,4,6,9
50,74583,9,23,6
24,100633,10,16,2
33,71186,9,19,1
58,69744,8,2,7
27,99505,4,4,5
31,62446,3,22,6
38,86017,10,7,7
61,102105,2,2,2
54,82338,10,15,3
26,24518,7,17,9
32,104587,8,20,6
39,107623,7,19,5
60,85102,1,13,7
25,103185,10,27,1
47,18640,7,13,6
52,101577,1,22,10
32,70065,7,12,6
47,76479,4,22,6
41,61659,2,12,5
18,96052,10,25,4
47,94440,4,5,8
53,69933,6,5,1
31,81251,7,10,9
57,63717,7,27,8
60,104495,4,2,1
31,56860,3,13,9
64,109896,8,14,2
58,57676,1,25,8
22,113716,4,11,8
29,55259,4,8,7
35,109125,5,18,1
47,52466,1,30,3
30,87781,10,12,2
50,58211,8,6,2
54,66520,10,8,2
61,104995,8,20,4
23,17569,2,11,5
43,57769,4,2,10
26,61680,2,5,4
41,31407,5,9,3
44,85160,10,16,9
51,112510,9,18,5
56,18129,6,19,8
36,79926,4,7,2
30,110584,9,5,9
19,54130,9,2,9
45,16282,1,20,9
41,43506,6,8,10
38,67731,3,21,8
59,47723,2,30,10
58,55587,9,10,8
47,83638,7,2,8
34,85464,4,9,6
59,118503,5,7,2
45,44061,9,20,3
30,59971,9,25,1
23,33991,4,9,3
36,44152,9,11,6
46,47514,4,16,3
32,118632,8,1,5
53,82433,7,5,10
21,29035,6,9,6
58,111886,7,5,3
48,67020,6,15,10
63,39354,9,26,3
35,116197,2,15,10
46,97573,9,4,8
57,22072,9,17,7
60,38954,6,20,7
46,17729,1,14,2
29,60114,10,17,5
19,23966,2,14,9
30,69674,4,24,6
64,36593,2,1,4
25,116239,5,22,4
34,52076,10,30,1
42,40414,5,24,4
59,71233,2,9,1
48,77645,6,9,5
40,47850,7,19,10
32,37445,8,1,3
60,74130,6,18,9
57,106617,2,20,5
29,38666,1,7,2
44,45456,2,2,5
55,118311,3,23,8
18,37037,5,13,7
52,83353,9,3,3
64,96807,6,30,3
64,116583,7,8,7
47,17314,10,6,10
50,69676,7,25,4
28,115939,10,23,9
54,108322,8,24,5
23,27954,9,6,2
29,94824,4,4,1
24,71877,6,10,1
41,71321,7,19,6
33,102253,9,25,7
54,105495,7,16,1
45,104208,4,4,7
44,25583,5,28,8
21,84931,1,29,6
45,104305,7,24,10
19,92910,8,14,4
28,45729,4,16,9
36,36754,5,20,5
19,93776,7,8,5
47,110606,2,25,10
20,64050,3,23,7
50,101495,5,9,5
56,32008,7,12,9
23,21788,1,21,9
60,73075,6,7,7
43,48340,10,19,8
18,46482,9,21,9
31,75558,5,22,10
63,73139,5,12,8
60,103973,7,28,8
30,57762,9,18,8
50,35476,3,22,7
34,86654,2,29,6
22,25905,2,20,1
60,108785,8,9,4
44,118486,4,2,2
35,103990,10,23,6
50,101334,5,27,9
52,84299,7,14,9
19,118023,8,22,7
60,93997,2,5,8
49,16063,8,15,7
24,35301,9,4,8
57,55028,10,29,3
27,59559,1,24,2
32,18796,7,25,10
28,119821,10,9,2
37,117315,2,19,6
24,46549,3,3,2
42,87807,2,6,3
31,106078,3,21,6
56,109720,5,4,8
59,56836,8,19,10
63,62772,6,23,6
32,23653,4,15,7
49,76972,3,18,6
55,60114,10,4,7
39,21496,3,3,5
24,111095,6,18,10
55,114877,10,15,8
29,34057,9,17,9
28,68847,4,22,8
57,85652,1,20,5
51,33828,6,16,10
65,74628,8,9,2
32,39124,3,8,8
46,108250,1,25,2
29,34237,1,19,10
55,106519,3,7,9
65,85188,6,28,1
59,94027,2,23,6
52,44958,10,27,1
35,32648,5,18,9
43,33603,2,20,1
48,106730,3,29,2
31,25241,8,21,7
63,67506,10,11,4
28,61403,8,7,5
35,30260,1,6,6
29,84421,4,9,9
21,23084,1,27,6
31,115199,8,11,7
52,69649,6,17,10
22,48607,4,19,2
30,33671,5,5,1
27,49031,1,27,2
49,118219,1,29,1
29,114351,9,8,10
47,42024,8,23,7
38,67961,4,7,6
54,40279,3,23,6
36,21480,6,11,1
57,80298,7,10,6
55,56244,3,20,3
47,77789,5,13,4
25,110246,8,19,6
53,118368,8,28,1
31,24893,7,11,4
46,30429,10,18,4
46,60684,2,15,7
24,94766,4,14,6
41,107668,6,18,1
57,96441,4,28,10
36,113103,5,13,7
39,83184,2,10,10
21,30341,10,11,8
54,114671,6,2,6
44,109888,2,12,10
34,63445,5,26,3
22,82109,6,23,10
27,73718,3,17,2
51,40616,8,19,8
55,55160,6,26,6
62,29682,5,5,3
21,110830,8,21,8
19,109972,4,24,2
41,95768,1,2,8
42,31153,10,24,8
39,113736,7,20,10
54,81247,5,17,2
63,117816,2,3,2
51,23100,6,12,10
24,66227,3,12,9
35,81076,5,20,5
53,57484,9,9,1
27,46456,1,25,10
20,83680,10,12,3
33,110754,2,7,2
57,82784,10,9,4
18,99087,8,4,8
56,65354,5,10,7
39,76799,1,3,1
31,61108,10,22,4
43,59036,3,29,8
46,18704,2,23,4
56,59169,1,28,1
40,20618,5,24,6
64,66056,5,17,6
35,62773,8,4,1
22,40570,4,9,7
43,119814,4,17,1
27,100069,7,17,9
46,85276,2,16,8
61,36375,7,21,1
42,78721,1,11,6
48,118818,4,23,9
52,40867,7,10,10
64,114219,7,30,1
29,20794,8,7,4
18,53611,3,24,3
33,119063,5,11,6
55,51745,8,1,5
22,69221,9,17,9
46,74050,6,20,5
41,24984,1,18,5
26,73738,8,4,1
38,119909,1,23,5
62,113651,10,16,2
49,59132,7,6,3
39,92296,9,1,9
23,44349,10,12,5
24,96766,1,19,4
33,38811,2,28,1
30,100304,1,29,5
24,52803,3,18,2
37,87103,4,14,1
45,40665,1,19,9
47,28445,9,24,9
21,15291,6,8,6
54,54660,3,27,5
26,86609,6,30,8
27,107443,5,24,1
49,48268,6,17,7
42,55925,4,18,4
40,85175,6,13,9
20,47205,9,17,6
61,42789,10,25,3
35,60398,2,28,8
30,16126,6,12,9
58,17871,1,19,7
47,104385,5,26,1
50,95286,3,14,4
54,27142,5,10,8
33,73683,4,28,9
27,89336,7,30,8
40,114964,2,11,6
62,105509,9,8,2
57,119125,9,20,5
60,90710,1,24,3
27,73036,9,10,7
48,67821,1,20,5
27,74486,9,4,2
33,23812,10,24,2
62,81051,3,3,2
49,51838,6,9,6
32,45456,1,12,9
55,23153,4,24,4
46,54049,5,17,8
58,84573,7,26,6
18,61215,8,19,2
29,82440,5,30,5
27,42274,4,4,1
37,62766,8,21,8
47,75972,4,18,7
42,28416,4,20,5
25,59951,1,5,6
64,16214,5,20,1
40,73635,1,21,1
57,58979,9,29,1
50,25496,4,14,9
41,71977,10,27,3
64,41743,6,30,1
64,96441,10,13,9
38,113937,1,17,7
63,119457,7,4,5
63,91213,8,29,7
19,113182,5,5,10
46,109016,4,1,2
33,80735,5,8,9
51,72691,3,12,3
52,35217,1,1,2
33,15159,7,28,8
29,73648,3,6,7
21,42698,2,1,6
35,15087,8,30,4
65,92585,3,22,7
59,47226,5,14,3
63,34500,7,20,3
56,105294,3,20,1
63,73246,8,16,3
41,74136,8,8,1
49,44849,1,23,7
59,115726,7,6,1
30,23018,2,29,4
18,63765,7,24,3
27,112385,7,2,7
26,73745,4,5,2
31,49124,3,17,3
31,69946,5,3,8
61,115221,5,3,5
36,55603,9,6,4
43,66162,9,2,5
60,31227,7,6,5
59,22309,9,17,1
20,115588,2,6,2
28,19305,4,24,1
42,17474,5,2,2
56,74596,2,8,4
21,82365,2,16,8
53,94044,7,7,3
57,58536,3,6,5
20,99470,5,12,6
34,55843,10,21,5
40,86833,7,25,6
47,110691,1,23,1
40,23352,10,7,2
33,57360,7,4,10
40,47112,2,2,4
27,25658,5,16,10
47,59767,9,16,2
38,56542,3,27,5
48,56426,9,11,8
28,78726,3,21,10
59,83864,2,26,3
64,80733,1,14,7
47,88112,5,19,8
25,90604,1,8,10
20,25332,1,5,3
21,70134,7,27,2
20,50537,3,13,4
54,44714,6,21,9
33,73919,4,27,2
20,115654,5,15,2
65,62324,7,10,4
48,80843,10,19,2
37,60787,9,18,5
40,66256,6,26,4
29,28699,7,26,10
22,17870,6,16,2
57,114622,5,2,2
45,97687,6,28,5
22,83901,4,9,9
35,41733,9,23,2
34,66722,7,14,2
36,105354,2,17,6
26,74429,9,7,2
46,59788,6,12,4
38,23449,1,27,8
34,88968,2,4,6
21,72314,7,29,1
29,58763,7,11,7
49,60126,5,30,4
47,112744,3,23,2
35,108448,3,10,6
28,21197,4,17,4
23,108064,6,7,4
50,40237,7,4,1
28,116952,5,17,10
27,113739,5,15,2
37,119457,5,18,9
60,88289,5,18,7
47,25939,8,12,9
28,83183,7,19,7
21,63573,8,8,1
32,96415,3,23,3
41,70716,2,18,8
20,66497,7,23,5
50,73106,9,18,4
42,64044,1,8,3
50,99934,9,24,9
31,49402,8,22,10
24,75207,3,10,3
64,50200,10,21,6
31,39710,6,25,3
61,115381,5,7,3
43,72647,6,15,1
56,93195,3,17,1
53,30678,1,25,3
53,67810,7,21,7
46,58078,8,10,3
54,86438,10,21,8
34,45937,3,5,5
60,49594,1,6,4
24,19173,7,16,5
29,109964,3,7,2
54,46717,9,23,8
47,108394,2,1,10
46,80170,3,24,7
46,119211,3,10,5
46,96352,8,1,4
65,42844,8,5,10
37,88393,6,26,7
27,89946,7,9,9
52,63072,5,3,10
18,21517,8,30,9
44,99318,9,27,9
42,55710,8,5,6
51,113861,2,15,9
38,19460,6,5,5
61,108235,4,5,2
32,32426,4,22,5
29,51473,3,4,6
55,20916,10,2,5
65,114508,6,28,5
55,56643,2,1,3
36,108778,6,10,6
22,114552,7,7,5
27,67564,2,12,1
63,25145,5,5,6
31,95890,9,29,6
42,116917,8,25,8
39,80855,1,12,3
18,102858,9,12,1
53,42119,1,21,10
31,53849,8,21,9
56,19720,4,12,1
43,62129,7,17,9
52,74174,5,5,3
52,25100,9,21,10
33,81133,5,2,7
63,48088,5,14,3
30,70220,8,14,2
50,98710,8,27,4
43,111980,7,12,4
53,103902,1,17,2
18,73181,1,14,1
29,54165,4,2,10
51,86270,1,1,7
64,21939,1,18,10
62,108240,4,23,4
26,30303,7,6,10
24,34679,10,26,3
60,56648,8,18,3
55,91080,4,4,6
59,94907,8,16,6
48,56319,4,19,2
56,31008,5,16,6
45,115458,3,14,3
39,62338,10,7,1
42,39984,8,18,1
21,80352,1,18,8
65,35042,4,12,5
24,22418,6,30,8
52,72008,5,18,5
48,52907,1,3,7
63,113175,2,26,7
37,85809,9,28,9
62,99980,6,22,6
64,59035,9,10,1
46,93910,4,21,7
54,90594,8,7,9
23,26991,7,29,1
42,40540,2,4,6
41,32833,7,9,2
42,80707,4,14,6
44,81884,2,16,3
62,113987,10,30,4
40,22045,5,26,5
62,90231,1,22,2
46,32421,9,27,3
45,15360,5,18,10
45,40910,3,4,9
36,86911,5,5,1
43,22115,2,28,1
30,24636,7,10,3
23,90396,9,1,10
58,37994,4,17,4
25,74588,7,18,1
63,46499,9,17,5
21,111580,5,21,1
49,44524,5,9,4
18,33340,7,11,10
33,87221,9,9,3
35,100042,9,7,6
40,81516,4,19,3
53,87198,5,22,2
35,39886,6,23,10
30,67505,4,18,9
62,26303,7,30,9
26,70699,10,17,7
25,81807,5,5,2
65,103116,2,24,10
30,47770,4,22,6
65,100977,2,9,9
44,48016,5,9,6
52,95906,5,4,1
46,80515,2,9,2
21,89116,2,7,8
52,36883,1,11,7
32,36008,9,22,6
50,96378,5,27,5
45,84545,3,4,4
31,116012,5,6,9
50,88876,8,26,3
58,94234,10,7,3
25,37277,1,12,9
21,62394,5,12,8
52,67408,3,29,3
29,111741,4,4,3
58,82243,7,11,1
56,87506,6,18,6
19,96076,2,11,7
62,53179,1,1,9
21,72677,2,20,3
64,119590,2,17,9
19,116472,5,28,2
45,87689,6,14,1
56,102841,3,29,6
28,19633,6,16,3
21,50988,6,18,3
25,58906,7,1,10
60,54306,8,7,2
32,26132,3,11,10
25,115407,9,11,1
40,38037,5,3,3
45,46911,6,5,1
31,117600,3,22,4
57,107140,9,6,5
57,89508,9,9,6
61,72821,1,8,7
50,31203,2,13,6
28,98095,10,24,10
31,70761,2,6,7
62,32702,3,18,4
36,86910,7,22,10
40,108634,4,3,5
65,117441,6,21,8
27,111739,6,14,1
38,51332,5,21,10
23,69692,1,17,3
52,67479,10,18,7
60,108490,6,6,1
45,65562,10,13,4
30,94724,6,23,9
52,43325,7,4,6
51,87768,5,21,8
43,70293,6,6,6
24,90451,9,17,5
42,53107,2,14,6
25,81077,8,12,8
22,17564,4,13,1
25,33826,2,17,6
56,82020,6,16,10
22,114508,2,12,5
28,47656,7,6,2
51,109350,2,5,1
63,23017,3,28,3
33,73457,7,14,1
65,60346,1,15,10
41,108210,7,8,2
30,46803,6,11,8
48,95583,10,1,5
40,107421,8,22,8
55,106484,5,15,10
48,65698,8,19,6
37,60290,2,21,8
54,20146,10,22,3
55,96414,3,5,2
48,19429,8,25,7
51,58364,8,10,3
35,93579,8,4,3
23,62913,6,4,9
59,93251,5,14,7
32,15826,1,18,8
56,75377,1,24,9
18,107149,9,27,8
39,107787,7,25,7
18,97877,10,5,9
49,54502,10,18,3
27,78136,9,25,5
46,96859,2,10,3
33,36115,6,30,3
60,37015,8,11,3
19,52886,6,18,7
18,94433,5,19,1
64,35406,9,27,5
43,113977,1,24,6
44,35963,5,23,5
45,32569,1,24,2
47,114747,1,13,7
46,76543,7,8,10
37,27318,2,13,3
51,19488,5,16,9
51,61047,2,3,6
59,116537,3,23,1
61,105404,6,21,4
46,67799,10,23,3
28,89330,4,21,2
55,17228,1,7,4
60,38548,1,4,4
39,58195,3,13,8
59,55597,3,22,9
22,56957,1,7,4
53,34960,8,7,8
41,108065,5,24,3
56,37644,7,17,1
22,81154,7,12,9
25,51518,9,29,2
63,25069,8,26,7
39,86774,9,7,8
43,75060,8,1,5
20,24497,1,10,10
54,28177,2,3,3
55,54618,7,19,8
52,90712,10,23,5
32,87523,10,21,4
41,113535,2,22,1
24,45459,4,1,1
49,119695,4,9,8
48,24007,8,16,2
33,35353,4,3,2
46,104710,6,3,6
51,75260,2,21,9
32,47422,3,19,2
47,48127,7,26,3
56,109575,1,17,6
64,67556,9,6,9
40,15247,2,17,10
32,82882,9,5,10
46,64163,2,8,9
57,116759,4,18,10
22,115808,5,5,10
57,115929,9,14,4
43,61713,10,20,7
24,55096,4,2,2
44,62323,5,21,4
48,47919,7,20,8
62,37134,6,15,9
37,110173,5,21,3
18,47174,5,28,9
43,35773,4,17,6
53,26268,9,10,8
60,32984,4,29,9
39,59975,8,12,4
39,90898,9,30,2
23,20810,1,30,8
47,114333,2,30,10
42,91945,9,13,1
27,83297,6,26,8
27,26290,9,17,3
60,22253,6,2,9
49,43395,2,20,5
23,106680,5,6,2
37,34407,10,6,1
20,81006,6,17,9
26,68333,5,18,6
60,48256,6,16,3
56,103569,1,28,4
21,31109,3,11,8
41,37922,8,1,6
34,47423,2,18,7
38,106448,1,24,5
45,34338,2,5,7
18,96756,10,26,9
53,119462,6,4,6
62,78143,6,6,1
31,36557,9,22,8
59,40670,10,7,5
49,24122,9,24,1
32,38669,9,26,6
27,81672,7,12,4
65,69202,4,17,7
29,71514,4,16,4
46,83789,1,17,5
50,15443,8,8,2
33,80044,9,8,3
52,116312,3,30,4
42,77140,8,4,3
29,59212,1,28,2
53,31716,10,29,6
31,109401,7,5,8
63,101100,3,24,4
46,51769,8,19,8
56,98434,9,17,2
62,24040,8,21,1
26,37272,9,8,7
65,74772,9,7,6
55,99644,4,13,10
38,38384,5,5,10
46,29101,7,20,5
63,108233,10,4,7
38,53993,2,12,8
19,65982,7,26,10
27,114070,10,5,8
25,78463,2,13,8
43,39177,4,20,2
42,27350,2,21,4
43,45036,9,18,2
38,54479,7,2,7
64,67402,6,12,4
26,90687,8,3,1
18,69727,9,16,9
33,77736,3,29,3
20,97009,2,8,6
24,109195,10,11,2
38,100724,1,24,7
61,61203,9,5,7
43,61520,5,3,2
19,74481,6,18,3
23,81736,6,30,3
22,85902,1,2,6
35,28950,1,15,2
39,83654,9,20,10
55,107705,3,3,4
36,18457,10,2,2
49,71164,10,24,6
43,108431,3,3,7
18,110655,8,8,5
43,105909,10,14,5
28,114165,8,29,10
40,97953,6,20,2
54,73478,5,13,6
44,63532,2,23,9
42,33071,9,13,7
23,58345,2,5,6
51,35981,10,4,5
59,43547,7,29,5
33,59140,3,13,5
43,105463,1,30,8
53,111095,1,23,9
35,47483,3,7,10
37,22931,7,3,1
62,43034,10,15,10
27,101438,5,12,5
46,99578,3,2,7
60,78058,7,27,10
64,24284,6,22,2
34,78841,10,11,6
20,72888,1,9,6
54,72001,5,23,7
55,56020,10,13,10
45,55383,10,24,10
56,59878,3,21,8
65,92307,1,10,8
32,76142,9,18,9
59,103742,9,30,7
41,87138,6,9,6
58,28960,3,28,10
27,51078,9,29,3
53,54191,8,27,8
50,37242,4,8,10
28,28779,9,4,4
53,47353,1,14,2
65,90968,10,4,1
27,32821,1,30,7
35,18083,10,22,5
24,32654,5,20,6
42,85798,8,8,4
43,114882,3,25,8
60,54651,8,26,5
55,51173,5,27,4
20,76824,4,14,4
64,22291,9,4,4
50,75368,8,3,4
41,54725,4,18,4
26,85919,10,13,9
44,47225,10,23,3
63,62826,7,24,2
26,50687,10,18,4
63,116159,7,14,7
39,73992,3,3,1
29,96930,5,7,7
33,19496,5,26,4
55,98010,6,23,8
23,78771,5,2,6
26,95767,9,19,3
51,44019,3,12,9
36,101511,6,30,7
28,76387,3,4,3
30,58435,6,29,8
36,111768,5,22,4
19,23120,1,22,4
45,66179,4,8,7
65,109049,2,15,9
44,105452,2,6,3
23,58392,1,4,9
39,109437,10,1,9
54,60971,10,16,6
60,21375,1,10,8
38,114257,4,4,2
22,59281,7,8,2
44,41967,6,10,2
48,68382,7,8,2
50,51226,3,4,2
22,52201,2,30,2
25,73807,9,8,7
24,68002,1,13,9
32,67483,7,28,10
43,94438,9,3,4
21,33438,6,8,4
22,119659,3,14,3
37,80986,1,27,9
21,36666,6,29,4
55,40839,3,2,3
20,68122,5,27,4
22,45017,5,25,9
63,105509,2,15,1
55,119516,4,24,8
37,35903,5,21,7
32,102522,1,27,7
27,108937,3,22,6
18,18864,9,3,7
20,60598,6,19,9
21,97807,6,18,5
63,96483,10,16,1
41,85719,2,17,1
62,20008,3,27,1
29,16884,9,13,7
39,64258,8,11,1
55,93507,4,20,10
51,52652,9,4,9
48,100976,7,4,5
23,73791,2,23,10
50,49822,4,10,9
20,111104,1,28,2
54,87434,3,22,3
63,62358,5,5,7
59,104819,8,5,7
53,66232,5,23,7
47,119658,6,6,6
35,100491,9,8,6
44,24518,8,11,7
28,35738,1,11,9
29,110955,4,6,4
19,89479,2,22,1
23,106374,5,10,8
56,46474,5,5,8
25,71518,5,24,8
62,35440,8,16,8
60,119716,7,20,6
44,91661,1,13,1
48,60130,3,16,1
35,69603,10,15,7
44,117014,7,17,9
31,114575,3,30,6
60,71955,3,10,2
43,44564,1,19,6
18,24703,8,7,3
52,100717,1,29,4
58,105164,3,9,8
27,102960,4,1,10
61,18702,10,3,7
61,63023,8,17,1
48,41997,5,15,7
28,82357,3,24,4
18,50794,4,18,2
33,43303,9,26,7
29,50074,2,11,6
45,48702,7,29,5
59,92018,7,25,9
18,38530,7,24,3
54,42485,2,18,3
19,36144,2,3,5
36,92589,10,25,10
41,90957,1,4,7
39,62992,4,9,1
45,63130,5,12,3
52,88461,4,27,4
55,61661,2,28,8
38,31620,9,20,6
48,26075,2,8,8
43,16380,2,16,9
26,27319,1,7,4
35,25964,9,10,10
59,101804,5,18,9
26,41080,10,19,3
52,82383,4,5,4
62,111807,7,1,7
64,107694,6,28,4
46,99754,9,11,7
60,95348,10,19,7
23,119240,9,17,7
20,78534,7,3,9
55,72648,1,7,1
62,15554,9,7,1
60,99991,2,23,8
18,53371,8,10,1
45,99964,7,3,4
29,106967,7,18,9
45,39827,9,19,9
54,21862,5,11,3
35,90730,8,26,4
43,58059,7,3,4
32,71553,10,18,7
40,70028,1,26,5
59,48343,5,27,6
58,55472,1,18,8
53,34084,3,21,3
33,83880,9,30,9
27,75039,6,11,7
61,108218,4,27,6
33,39180,4,12,3
43,98381,6,28,2
26,46513,2,25,6
41,51220,9,10,8
62,25372,1,23,8
65,98595,1,18,4
35,37387,8,2,6
62,61488,9,6,8
43,88754,7,23,9
53,118416,4,19,7
29,99600,8,20,7
52,112520,3,9,3
28,89041,8,17,10
31,25951,9,30,7
31,20239,8,2,5
43,56337,3,23,5
62,29575,10,17,2
40,16300,7,22,8
29,83848,3,10,6
61,44449,10,27,8
24,100648,4,13,3
57,47829,2,1,10
26,60810,8,4,2
56,20236,10,24,9
37,115450,4,2,5
51,72507,5,3,6
21,114500,10,9,4
64,41209,9,11,10
44,57697,4,22,8
19,110718,3,11,7
30,29714,8,24,9
22,78609,7,25,4
29,115023,10,20,5
25,75707,2,14,5
46,19213,8,18,2
64,79294,7,15,3
58,38514,10,11,7
38,46710,6,1,1
63,85273,1,7,8
23,16481,5,16,8
60,28957,3,6,5
43,110966,10,20,6
56,28567,10,15,3
28,88694,3,9,10
24,16592,7,21,2
35,24455,9,18,8
62,41404,1,1,7
46,41386,1,12,3
26,59919,2,29,9
40,34569,4,26,2
52,69032,3,21,4
22,16597,3,14,2
59,18614,1,16,6
21,65976,9,6,9
35,84282,2,29,2
19,48068,10,26,3
63,107985,10,12,4
29,96479,9,2,1
45,66822,6,18,5
32,24664,4,28,6
26,74807,8,5,10
59,95100,7,28,1
20,54746,9,14,10
49,106145,3,5,2
23,74156,6,8,10
65,84686,7,11,6
58,92420,7,10,4
42,113222,7,26,7
21,81074,6,4,5
38,20258,10,23,9
59,32938,9,26,8
47,86871,10,20,1
41,69734,8,15,10
32,104900,9,7,10
29,20088,10,28,1
30,94945,4,5,5
24,74834,2,29,8
65,113252,10,16,4
62,51360,9,20,1
54,96596,10,12,3
18,58089,7,1,4
40,86925,5,2,7
49,75341,4,23,4
43,68172,1,11,7
20,90821,3,19,4
46,104445,10,27,8
46,19632,7,5,3
56,94252,1,29,1
25,89855,4,15,3
57,90222,4,13,8
41,69223,8,6,8
56,35688,8,14,5
25,66316,6,20,2
25,38421,5,1,7
24,63378,5,24,4
58,67580,5,9,3
65,63313,1,11,4
54,109847,4,20,1
39,80153,5,11,4
29,34922,4,1,6
40,114221,9,22,2
64,88852,8,27,5
62,21046,6,9,7
52,32108,4,12,10
38,84385,3,28,2
18,25903,2,20,4
42,45850,5,22,8
43,26391,10,16,6
42,48115,9,14,4
52,47148,4,19,1
47,97985,7,26,5
40,112754,4,4,3
51,87417,7,2,6
21,54902,10,16,2
40,63165,9,15,5
60,96835,7,5,9
60,38125,9,25,5
56,97821,9,14,5
39,15899,10,18,3
45,56191,7,3,8
22,18102,8,14,3
20,109021,1,26,10
61,74121,9,28,5
22,83720,7,3,3
34,51802,6,21,3
39,33586,10,23,5
41,101256,3,24,5
